DATE1,SYMBOL,SERIES,PREV_CLOSE,Open,High,Low,LAST_PRICE,Close,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,50SMA,is_rising,is_rising_10d,is_Bullish,is_hammer,50_support,20SMA,20STD,LBB,LBB_support,decision
2023-01-02,CANFINHOME, EQ,535.05,536.7,550.95,534.5,546.75,546.35,543.97,908590,4942.49,19373,250063,27.52,,N,,Y,N,N,,,,N,
2023-01-03,CANFINHOME, EQ,546.35,548.7,551.9,544.75,549.5,548.65,548.67,500255,2744.75,11866,138316,27.65,,N,,N,N,N,,,,N,
2023-01-04,CANFINHOME, EQ,548.65,548.0,551.95,538.25,543.4,543.05,543.0,421218,2287.22,10385,115903,27.52,,N,,N,N,N,,,,N,
2023-01-05,CANFINHOME, EQ,543.05,547.0,549.8,538.0,543.0,545.45,543.52,847069,4604.03,13454,469145,55.38,,N,,N,N,N,,,,N,
2023-01-06,CANFINHOME, EQ,545.45,545.95,548.8,535.4,540.85,543.4,541.08,650320,3518.73,16877,243464,37.44,,N,,N,N,N,,,,N,
2023-01-09,CANFINHOME, EQ,543.4,545.2,558.8,544.4,553.5,554.1,553.89,962862,5333.21,21786,261712,27.18,,N,,Y,N,N,,,,N,
2023-01-10,CANFINHOME, EQ,554.1,555.0,558.75,541.5,545.05,546.45,548.46,474771,2603.91,12992,94921,19.99,,N,,N,N,N,,,,N,
2023-01-11,CANFINHOME, EQ,546.45,549.2,552.9,540.1,547.5,550.2,547.37,427182,2338.25,12816,103026,24.12,,N,,Y,N,N,,,,N,
2023-01-12,CANFINHOME, EQ,550.2,550.2,554.55,545.0,546.5,547.55,549.42,383567,2107.4,13124,105826,27.59,,N,,N,N,N,,,,N,
2023-01-13,CANFINHOME, EQ,547.55,547.65,551.15,543.2,547.5,549.55,547.73,279457,1530.68,7710,68066,24.36,,N,,Y,N,N,,,,N,
2023-01-16,CANFINHOME, EQ,549.55,551.0,555.75,541.0,542.3,542.9,548.78,359399,1972.33,9634,94316,26.24,,N,,N,N,N,,,,N,
2023-01-17,CANFINHOME, EQ,542.9,542.95,545.35,517.1,526.0,526.05,524.18,1938132,10159.28,26665,796067,41.07,,N,,N,N,N,,,,N,
2023-01-18,CANFINHOME, EQ,526.05,528.85,538.05,525.4,534.9,533.5,532.95,638097,3400.75,12845,242495,38.0,,N,,Y,N,N,,,,N,
2023-01-19,CANFINHOME, EQ,533.5,533.55,537.4,528.0,531.7,530.35,532.82,360319,1919.87,9763,70830,19.66,,N,,N,N,N,,,,N,
2023-01-20,CANFINHOME, EQ,530.35,535.45,535.45,517.1,518.0,521.1,525.13,808127,4243.73,15066,203802,25.22,,N,,N,N,N,,,,N,
2023-01-23,CANFINHOME, EQ,521.1,530.0,554.8,522.45,550.0,551.85,547.34,3376553,18481.07,53085,624482,18.49,,N,,Y,N,N,,,,N,
2023-01-24,CANFINHOME, EQ,551.85,553.0,565.0,548.75,562.3,563.6,558.2,1733068,9674.05,37445,452663,26.12,,N,,Y,N,N,,,,N,
2023-01-25,CANFINHOME, EQ,563.6,563.5,563.5,548.7,557.9,556.75,556.63,822355,4577.45,18577,195939,23.83,,N,,N,N,N,,,,N,
2023-01-27,CANFINHOME, EQ,556.75,560.0,562.0,532.65,538.5,539.7,546.06,597972,3265.29,17822,173316,28.98,,N,,N,N,N,,,,N,
2023-01-30,CANFINHOME, EQ,539.7,542.4,547.35,534.95,539.05,540.7,541.31,506326,2740.8,20724,170844,33.74,,N,,N,N,N,544.0625,10.265961577234911,523.5305768455302,N,
2023-01-31,CANFINHOME, EQ,540.7,541.3,569.8,541.3,567.0,567.55,564.19,1512615,8534.02,37378,663120,43.84,,N,,Y,N,N,545.1225,11.53111893735245,522.060262125295,N,
2023-02-01,CANFINHOME, EQ,567.55,571.15,578.75,521.0,546.9,541.8,561.8,1547817,8695.62,42457,371005,23.97,,N,,N,N,N,544.78,11.522556825178762,521.7348863496425,Y,
2023-02-02,CANFINHOME, EQ,541.8,543.7,576.0,537.25,572.0,571.65,564.55,1497538,8454.34,33738,402637,26.89,,N,,Y,N,N,546.21,12.979179683753413,520.2516406324933,N,
2023-02-03,CANFINHOME, EQ,571.65,578.0,581.0,564.05,574.5,578.1,572.82,1067554,6115.18,25004,324299,30.38,,N,,Y,N,N,547.8425,14.803655976249823,518.2351880475003,N,
2023-02-06,CANFINHOME, EQ,578.1,578.1,583.7,572.35,582.0,581.9,579.38,626504,3629.84,19965,197649,31.55,,N,,Y,N,N,549.7675,16.590868406255375,516.5857631874893,N,
2023-02-07,CANFINHOME, EQ,581.9,583.0,584.75,570.05,581.0,579.8,577.36,592372,3420.09,19384,253651,42.82,,N,,N,N,N,551.0525,17.88859880217736,515.2753023956453,N,
2023-02-08,CANFINHOME, EQ,579.8,580.0,598.5,570.5,590.6,591.65,588.09,1334583,7848.55,35399,514609,38.56,,N,,Y,N,N,553.3125,20.006392892746675,513.2997142145066,N,
2023-02-09,CANFINHOME, EQ,591.65,593.0,601.9,585.8,600.0,600.35,596.71,985852,5882.63,23599,543210,55.1,,N,,Y,N,N,555.8199999999999,22.573793608845047,510.67241278230983,N,
2023-02-10,CANFINHOME, EQ,600.35,599.0,606.1,595.7,596.65,597.35,600.77,543572,3265.63,15858,167175,30.75,,N,,N,N,N,558.31,24.29456621074797,509.720867578504,N,
2023-02-13,CANFINHOME, EQ,597.35,595.0,598.55,580.0,590.25,591.05,588.75,531299,3128.01,13091,194137,36.54,,N,,N,N,N,560.385,25.260068862680555,509.8648622746389,N,
2023-02-14,CANFINHOME, EQ,591.05,591.1,597.6,587.1,588.15,590.4,591.0,469223,2773.1,20005,186773,39.8,,N,,N,N,N,562.76,25.75768970516112,511.24462058967777,N,
2023-02-15,CANFINHOME, EQ,590.4,589.9,600.0,587.0,594.4,594.8,595.2,484600,2884.34,14717,164073,33.86,,N,,Y,N,N,566.1975,25.181783698998593,515.8339326020028,N,
2023-02-16,CANFINHOME, EQ,594.8,595.75,597.8,583.0,586.4,586.55,588.72,248733,1464.35,8387,58666,23.59,,N,,N,N,N,568.85,24.336138386747802,520.1777232265044,N,
2023-02-17,CANFINHOME, EQ,586.55,583.1,590.0,576.55,579.45,578.85,582.83,365113,2127.98,10042,95862,26.26,,N,,N,N,N,571.275,22.656290517204976,525.96241896559,N,
2023-02-20,CANFINHOME, EQ,578.85,578.95,593.7,574.0,589.0,590.0,587.94,699245,4111.15,12919,329446,47.11,,N,,Y,N,N,574.72,19.666398005895932,535.3872039882082,N,
2023-02-21,CANFINHOME, EQ,590.0,589.05,596.7,575.5,580.45,578.3,588.71,747401,4400.01,11016,454347,60.79,,N,,N,N,N,576.0425,18.92280213893982,538.1968957221204,N,
2023-02-22,CANFINHOME, EQ,578.3,574.5,581.0,557.7,562.1,564.05,567.77,367589,2087.06,11531,117579,31.99,,N,,N,N,N,576.0649999999999,18.907490161587234,538.2500196768254,N,
2023-02-23,CANFINHOME, EQ,564.05,560.0,567.1,556.05,563.1,563.35,560.86,348750,1955.99,9385,111062,31.85,,N,,Y,N,N,576.395,18.607856999269284,539.1792860014614,N,
2023-02-24,CANFINHOME, EQ,563.35,565.0,577.0,564.55,566.5,566.45,569.47,297130,1692.07,12674,58987,19.85,,N,,Y,N,N,577.7325000000001,16.69446232642468,544.3435753471507,N,
2023-02-27,CANFINHOME, EQ,566.45,567.0,573.8,561.75,573.3,570.2,567.55,445168,2526.54,12300,229499,51.55,,N,,Y,N,N,579.2075,14.395204565190314,550.4170908696193,N,
